name,price,img,km,bathroom,sleepingroom,latitude,longitude,address,address_accurate,row_address
شقة فاخرة مع روف للبيع في عرقوب خلدا   Luxury apartment for sale in Amman Khalda,245000,https://opensooq-images.os-cdn.com/previews/220x0/c4df/6a8a/c4df6a8af998660621583d6a7e1443b8163ce83ae16c4b375afc19f1f2797d05.jpg.jpg,354,٤ حمّامات,٣ غرف نوم,31.9998333,35.8498379,عمان خلدا,"خلدا, الكمالية, عمان, 11196, Jordan / الأُرْدُن","{'place_id': 7170579, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 802863518, 'boundingbox': ['31.9997833', '31.9998833', '35.8497879', '35.8498879'], 'lat': '31.9998333', 'lon': '35.8498379', 'display_name': 'خلدا, الكمالية, عمان, 11196, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة 114م+تراس للبيع/خلدا/قرب مدارس الدر المنثور,82000,https://opensooq-images.os-cdn.com/previews/220x0/6729/5b21/67295b21db17bd17994acf95a4277d3a61c10c00b1121163cd7c4299eebcb738.jpg.jpg,114,حمّامين,٢ غرفتا نوم,31.9998333,35.8498379,عمان خلدا,"خلدا, الكمالية, عمان, 11196, Jordan / الأُرْدُن","{'place_id': 7170579, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 802863518, 'boundingbox': ['31.9997833', '31.9998833', '35.8497879', '35.8498879'], 'lat': '31.9998333', 'lon': '35.8498379', 'display_name': 'خلدا, الكمالية, عمان, 11196, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة 135م/للبيع/خلدا/قرب مدارس الدر المنثور,105000,https://opensooq-images.os-cdn.com/previews/220x0/5d2f/0e5b/5d2f0e5b2ec2f1d1a4bb4a1dd0f88749ddab74501cde75049e6d42c6cee9e0ed.jpg.jpg,135,٣ حمّامات,٣ غرف نوم,31.9998333,35.8498379,عمان خلدا,"خلدا, الكمالية, عمان, 11196, Jordan / الأُرْدُن","{'place_id': 7170579, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 802863518, 'boundingbox': ['31.9997833', '31.9998833', '35.8497879', '35.8498879'], 'lat': '31.9998333', 'lon': '35.8498379', 'display_name': 'خلدا, الكمالية, عمان, 11196, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقه للبيع في خلدا العوجانية قرب السيتي مول,120000,https://opensooq-images.os-cdn.com/previews/220x0/9c8b/68e3/9c8b68e368a6b15085187c87e6bfdf4c39fe0785cf10048e2d095e7735d50a9e.jpg.jpg,184,٤ حمّامات,٣ غرف نوم,31.9998333,35.8498379,عمان خلدا,"خلدا, الكمالية, عمان, 11196, Jordan / الأُرْدُن","{'place_id': 7170579, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 802863518, 'boundingbox': ['31.9997833', '31.9998833', '35.8497879', '35.8498879'], 'lat': '31.9998333', 'lon': '35.8498379', 'display_name': 'خلدا, الكمالية, عمان, 11196, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقق مميزة للبيع في شفا بدران,65000,https://opensooq-images.os-cdn.com/previews/220x0/9769/13d2/976913d22487b769aa21980d83831376903c0e006cd18d05f02a728173af55df.jpg.jpg,150,٣ حمّامات,٣ غرف نوم,32.0471187,35.9093754,عمان شفا بدران,"شارع شفا بدران, شفابدران, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 98470049, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 40223331, 'boundingbox': ['32.0405754', '32.053643', '35.9081818', '35.9112'], 'lat': '32.0471187', 'lon': '35.9093754', 'display_name': 'شارع شفا بدران, شفابدران, عمان, 0962, Jordan / الأُرْدُن', 'class': 'highway', 'type': 'secondary', 'importance': 0.41000000000000003}"
شركة زهرة الشمس للإسكان,57000,https://opensooq-images.os-cdn.com/previews/220x0/7d73/c7fa/7d73c7fa3ee5b1d10fc6950c58b5426bb1b321d627e15a40fd845d92f5a6075b.jpg.jpg,127,٣ حمّامات,٣ غرف نوم,31.866667,35.933333,عمان خربة السوق,"خربة السوق, عمان, Jordan / الأُرْدُن","{'place_id': 7170884, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 802869300, 'boundingbox': ['31.846667', '31.886667', '35.913333', '35.953333'], 'lat': '31.866667', 'lon': '35.933333', 'display_name': 'خربة السوق, عمان, Jordan / الأُرْدُن', 'class': 'place', 'type': 'village', 'importance': 0.5850000000000001, 'icon': 'https://nominatim.openstreetmap.org/images/mapicons/poi_place_village.p.20.png'}"
شقة سكنية فاخرة للبيع في القويسمه,58000,https://opensooq-images.os-cdn.com/previews/220x0/e302/e0d0/e302e0d040391eafd3bfe5553f0effc0f02b6b9c63dbe54206f7f4a176ad5830.jpg.jpg,160,٣ حمّامات,٣ غرف نوم,31.916667,35.95,عمان القويسمة,"القويسمة, عمان, 8147, Jordan / الأُرْدُن","{'place_id': 7099214, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 798906612, 'boundingbox': ['31.916617', '31.916717', '35.94995', '35.95005'], 'lat': '31.916667', 'lon': '35.95', 'display_name': 'القويسمة, عمان, 8147, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة مميزة في منطقة البنيات مساحة 110 متر,52000,https://opensooq-images.os-cdn.com/previews/220x0/11e4/58e9/11e458e9d39486a76039dc04287355f7b35537826f36cf064364940f16fc3108.jpg.jpg,110,٣ حمّامات,٣ غرف نوم,31.883333,35.883333,عمان البنيات,"البنيات الجنوبية, عمان, 11732, Jordan / الأُرْدُن","{'place_id': 7089672, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 798906606, 'boundingbox': ['31.863333', '31.903333', '35.863333', '35.903333'], 'lat': '31.883333', 'lon': '35.883333', 'display_name': 'البنيات الجنوبية, عمان, 11732, Jordan / الأُرْدُن', 'class': 'place', 'type': 'village', 'importance': 0.48500000000000004, 'icon': 'https://nominatim.openstreetmap.org/images/mapicons/poi_place_village.p.20.png'}"
شقة طابق اول مع تراس كبير مقابل دائرة قاضي القضاة باجمل مواقع تلاع العلي مساحة 120م,85000,https://opensooq-images.os-cdn.com/previews/220x0/e0a8/675a/e0a8675afa53a28e31d66a0cfd542e22b8579694c80dacc97cd57304c0b4042b.jpg.jpg,120,٣ حمّامات,٣ غرف نوم,31.9853265,35.8806996,عمان الجاردنز,"الجاردنز, عمان, 11192, Jordan / الأُرْدُن","{'place_id': 50258733, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4003468941, 'boundingbox': ['31.9852765', '31.9853765', '35.8806496', '35.8807496'], 'lat': '31.9853265', 'lon': '35.8806996', 'display_name': 'الجاردنز, عمان, 11192, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة باجمل مناطق ابو نصير مع روف ثلاث غرف نوم,64000,https://opensooq-images.os-cdn.com/previews/220x0/681f/057f/681f057ffa7266025b7bca9ff60c1fe63fa4640d98763d660756f41fd4a0f814.jpg.jpg,120,حمّامين,٣ غرف نوم,32.0519988,35.8805481,عمان ابو نصير,"أبو نصير, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52708818, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496190, 'boundingbox': ['32.0519488', '32.0520488', '35.8804981', '35.8805981'], 'lat': '32.0519988', 'lon': '35.8805481', 'display_name': 'أبو نصير, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.41}"
3 استديوهات استثمارية للبيع في صويلح جانب مسجد عبد الرحمن ابن عوف,59000,https://opensooq-images.os-cdn.com/previews/220x0/1b7f/7774/1b7f77747a9ce422b5e7eb7d5d9df0218f56ea428ddf73f14d378cdd5cc40866.jpg.jpg,100,حمّام,ستوديو,32.025,35.838056,عمان صويلح,"صويلح, الكمالية, الحمر, Sweileh, عمان, 11196, Jordan / الأُرْدُن","{'place_id': 7151556, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 799014302, 'boundingbox': ['32.02495', '32.02505', '35.838006', '35.838106'], 'lat': '32.025', 'lon': '35.838056', 'display_name': 'صويلح, الكمالية, الحمر, Sweileh, عمان, 11196, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة مستعملة تلاع العلي  الجاردنز للبيع,59000,https://opensooq-images.os-cdn.com/previews/220x0/c2ba/ec51/c2baec51106d3e5ab98d0f2d22ad6bbd7743aebd64358e1360b4197ca8612114.jpg.jpg,135,حمّامين,٣ غرف نوم,31.9853265,35.8806996,عمان الجاردنز,"الجاردنز, عمان, 11192, Jordan / الأُرْدُن","{'place_id': 50258733, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4003468941, 'boundingbox': ['31.9852765', '31.9853765', '35.8806496', '35.8807496'], 'lat': '31.9853265', 'lon': '35.8806996', 'display_name': 'الجاردنز, عمان, 11192, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة للبيع في القويسمة حي النهارية مقابل المركز الصحي,39000,https://opensooq-images.os-cdn.com/previews/220x0/25d7/5e7f/25d75e7f7a54921619ee086e997c4a913b1243e557b1acbb0bc936ab77f65031.jpg.jpg,110,حمّامين,٣ غرف نوم,31.916667,35.95,عمان القويسمة,"القويسمة, عمان, 8147, Jordan / الأُرْدُن","{'place_id': 7099214, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 798906612, 'boundingbox': ['31.916617', '31.916717', '35.94995', '35.95005'], 'lat': '31.916667', 'lon': '35.95', 'display_name': 'القويسمة, عمان, 8147, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
حمزة ياغي للاسكان شقق بجانب دوار الدبابة للبيع,52000,https://opensooq-images.os-cdn.com/previews/220x0/a2cc/f62b/a2ccf62b7833228fe98f872943e31ea6d33a375d7a3a1aa6ea40f348e849078d.jpg.jpg,135,٣ حمّامات,٣ غرف نوم,32.003056,35.947222,عمان طبربور,"طبربور, طارق, عمان, 11191, Jordan / الأُرْدُن","{'place_id': 7076065, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 798899785, 'boundingbox': ['32.003006', '32.003106', '35.947172', '35.947272'], 'lat': '32.003056', 'lon': '35.947222', 'display_name': 'طبربور, طارق, عمان, 11191, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة مساحة 150م تقريبا مميزة جدا في اجمل مناطق مرج الحمام دوار الشوابكة جديدة,78000,https://opensooq-images.os-cdn.com/previews/220x0/766d/208c/766d208c5708c44cc3f96f9dad9d3052640d10d244f5abfbc0cc3c506adf6cd6.jpg.jpg,144,٣ حمّامات,٣ غرف نوم,31.9016521,35.8517493,عمان مرج الحمام,"مرج الحمام, عمان, 11821, Jordan / الأُرْدُن","{'place_id': 50903492, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4064715581, 'boundingbox': ['31.7416521', '32.0616521', '35.6917493', '36.0117493'], 'lat': '31.9016521', 'lon': '35.8517493', 'display_name': 'مرج الحمام, عمان, 11821, Jordan / الأُرْدُن', 'class': 'place', 'type': 'city', 'importance': 0.6752906718837797, 'icon': 'https://nominatim.openstreetmap.org/images/mapicons/poi_place_city.p.20.png'}"
شقة مطلة في أم السماق للبيع بداعي الهجرة 250م2,137000,https://opensooq-images.os-cdn.com/previews/220x0/e94d/1b62/e94d1b621b3e465586323468b3daa13ee3e28ac588cc12d91c148ddbbf6a7631.jpg.jpg,251,٣ حمّامات,٣ غرف نوم,31.983333,35.85,عمان ام السماق,"أم السماق, عمان, Jordan / الأُرْدُن","{'place_id': 211376394, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 620546034, 'boundingbox': ['31.9744263', '31.9969851', '35.8313727', '35.8678186'], 'lat': '31.983333', 'lon': '35.85', 'display_name': 'أم السماق, عمان, Jordan / الأُرْدُن', 'class': 'landuse', 'type': 'residential', 'importance': 0.41}"
شقة 85 متر مقسومة استوديوهين للبيع في الجاردنز,60000,https://opensooq-images.os-cdn.com/previews/220x0/e3f5/a427/e3f5a4276cf8ff26cd45f94904f8766b52db5df62214ca9689d538e5de2c92de.jpg.jpg,85,حمّامين,٢ غرفتا نوم,31.9853265,35.8806996,عمان الجاردنز,"الجاردنز, عمان, 11192, Jordan / الأُرْدُن","{'place_id': 50258733, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4003468941, 'boundingbox': ['31.9852765', '31.9853765', '35.8806496', '35.8807496'], 'lat': '31.9853265', 'lon': '35.8806996', 'display_name': 'الجاردنز, عمان, 11192, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة مع روف في القويسمة للبيع حي النهارية مقابل المركز الصحي,49000,https://opensooq-images.os-cdn.com/previews/220x0/729c/23b1/729c23b1e30b00c21817c202b8826e1363d9c5376cba6dc74508a1844223448e.jpg.jpg,120,حمّامين,٣ غرف نوم,31.916667,35.95,عمان القويسمة,"القويسمة, عمان, 8147, Jordan / الأُرْدُن","{'place_id': 7099214, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 798906612, 'boundingbox': ['31.916617', '31.916717', '35.94995', '35.95005'], 'lat': '31.916667', 'lon': '35.95', 'display_name': 'القويسمة, عمان, 8147, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقه للبيع,75000,https://opensooq-images.os-cdn.com/previews/220x0/9ff8/246e/9ff8246ed4c8cb6571721388e95f86e5ca4d4dd189e477b20bba9fda345c0f0e.jpg.jpg,180,٣ حمّامات,٣ غرف نوم,23.589514,58.4304875,عمان الياسمين,"مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman","{'place_id': 66465580, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5758859758, 'boundingbox': ['23.589464', '23.589564', '58.4304375', '58.4305375'], 'lat': '23.589514', 'lon': '58.4304875', 'display_name': 'مجمع الياسمين, شارع الحديقة, Al Khuwayr, مسقط, محافظة مسقط, 118, سلطنة عُمان Oman', 'class': 'shop', 'type': 'mall', 'importance': 0.101}"
شقة شبه ارضي بمستوى الشارع مع حديقة تشطيبات سوبر ديلوكس للبيع في شفا بدران,72000,https://opensooq-images.os-cdn.com/previews/220x0/b151/fbf6/b151fbf65f165cafeba6c9c11ebcd0b229f96e1393eeb657725a69e5178a675f.jpg.jpg,155,٣ حمّامات,٣ غرف نوم,32.0471187,35.9093754,عمان شفا بدران,"شارع شفا بدران, شفابدران, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 98470049, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 40223331, 'boundingbox': ['32.0405754', '32.053643', '35.9081818', '35.9112'], 'lat': '32.0471187', 'lon': '35.9093754', 'display_name': 'شارع شفا بدران, شفابدران, عمان, 0962, Jordan / الأُرْدُن', 'class': 'highway', 'type': 'secondary', 'importance': 0.41000000000000003}"
شقة 180م للبيع باجمل مناطق الجبيهة بتطشيبات سوبر ديلوكس,90000,https://opensooq-images.os-cdn.com/previews/220x0/2e92/8ac0/2e928ac05ea4c78e679bec809becabfadfdb13ed77b0bbeca92fe77d96b8b713.jpg.jpg,180,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
name,price,img,km,bathroom,sleepingroom,latitude,longitude,address,address_accurate,row_address
شقة للبيع طابق تسوية مع تراس وحديقة في الجبيهة حي الجامعه 180 م تشطيبات سوبر ديلوكس,90000,https://opensooq-images.os-cdn.com/previews/220x0/3954/7f18/39547f18cd48a8cda6705f0d11ddff47bd0339b257733b83fb31bf3ac39d398e.jpg.jpg,180,٣ حمّامات,٣ غرف نوم,32.0206576,35.8685747,عمان الجبيهة,"الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن","{'place_id': 52099805, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4267496191, 'boundingbox': ['32.0206076', '32.0207076', '35.8685247', '35.8686247'], 'lat': '32.0206576', 'lon': '35.8685747', 'display_name': 'الجبيهة, الكمالية, عمان, 0962, Jordan / الأُرْدُن', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.42}"
شقة فاخره بسعر مميز في اجمل مواقع المقابلين,67499,https://opensooq-images.os-cdn.com/previews/220x0/dbcd/e0f3/dbcde0f3c04be41b2eb60494c3bed32c20db4414d4aca1e21228c9b3a3569354.jpg.jpg,157,٣ حمّامات,٣ غرف نوم,31.8930808,35.910733,عمان المقابلين,"ابو محمود المقابلين, شارع الحرية, أم قصير, عمان, 11732, Jordan / الأُرْدُن","{'place_id': 52365645, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4357433099, 'boundingbox': ['31.8930308', '31.8931308', '35.910683', '35.910783'], 'lat': '31.8930808', 'lon': '35.910733', 'display_name': 'ابو محمود المقابلين, شارع الحرية, أم قصير, عمان, 11732, Jordan / الأُرْدُن', 'class': 'amenity', 'type': 'pharmacy', 'importance': 0.21100000000000002, 'icon': 'https://nominatim.openstreetmap.org/images/mapicons/health_pharmacy_dispensing.p.20.png'}"
