name,price,img,km,year,type
تويوتا يارس 2016,6300,https://opensooq-images.os-cdn.com/previews/220x0/506d/cd14/506dcd14522078af0e9c5d43b9feefb57ac1b353cfbf19dd6aa422b2c8489bc5.jpg.jpg,"٨٠,٠٠٠ - ٨٩,٩٩٩",2016,تويوتا
ميتسوبيشي لانسرموديل 2015,10700,https://opensooq-images.os-cdn.com/previews/220x0/5294/ad66/5294ad666118360e9a94f2b18f813beaac7a236765e27d17fc12db912f44c026.jpg.jpg,"٩٠,٠٠٠ - ٩٩,٩٩٩",2015,ميتسوبيشي
كيا سيراتو 2016 فل الفل,6200,https://opensooq-images.os-cdn.com/previews/220x0/df90/d529/df90d5299487b4a8091cc005896585ffbcb56b68767f6c9de3686dffc6d65cbe.jpg.jpg,"٨٠,٠٠٠ - ٨٩,٩٩٩",2016,كيا
كيا بيكانتو 2016,8700,https://opensooq-images.os-cdn.com/previews/220x0/04f9/c488/04f9c4888cd65a13467610b99922279ffb9596ae41be62aea04b8e0de2196f9e.jpg.jpg,"٦٠,٠٠٠ - ٦٩,٩٩٩",2016,كيا
بكب تويوتا,5900,https://opensooq-images.os-cdn.com/previews/220x0/fddb/7b3b/fddb7b3bbd6ae3a4925a5f6f29a646f62836a18062de9c68886cdea87f1be43d.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",1998,تويوتا
كيا بيكانتو 2015  لون مميز,8500,https://opensooq-images.os-cdn.com/previews/220x0/e893/aec9/e893aec904be7866ae57ce7a07f8364df3cd91d3e499283ff1012764f65ea598.jpg.jpg,"٩٠,٠٠٠ - ٩٩,٩٩٩",2015,كيا
رينو دوكر 2017 بحاله الوكاله تأمين شامل للبيع,7500,https://opensooq-images.os-cdn.com/previews/220x0/28f1/7be0/28f17be04cc73a49aff9c14e47e0ebe05ddabfb86c8924a343120ad6b8d52742.jpg.jpg,"٥٠,٠٠٠ - ٥٩,٩٩٩",2017,رينو
سبكترا للبيع أو للبدل بي ام,4650,https://opensooq-images.os-cdn.com/previews/220x0/7843/9f04/78439f049cffc790db266db6e3c063a05273d9e94212d12888aff26861111125.jpg.jpg,"١ - ٩,٩٩٩",1990,بي ام دبليو
هوندا  اوديسي 2002,6500,https://opensooq-images.os-cdn.com/previews/220x0/7757/ed2b/7757ed2bae8d66f46cfe269764bd7134a859cef104a779844a990feff0a21c8a.jpg.jpg,"١٥٠,٠٠٠ - ١٥٩,٩٩٩",2002,هوندا
جيب سانغ يونج ريكستون 2013 للبيع بسغر مغري او البدل ولاعلى سعر,6000,https://opensooq-images.os-cdn.com/previews/220x0/3aaa/992b/3aaa992b67528983f880c96db0334d3b1dddc125ba1c16f21997cb6b4edcc9d3.jpg.jpg,"١ - ٩,٩٩٩",2013,سانغ يونغ
دايو سيالو95بدل على أرض زراعية بنفس سعر,1600,https://opensooq-images.os-cdn.com/previews/220x0/80e1/f615/80e1f6152f78060155f7ce20d1d14b889379e1845b4804b03d634a32e6aaf965.jpg.jpg,"١ - ٩,٩٩٩",1995,دايو
BMW e93 320 convertible 2008,18300,https://opensooq-images.os-cdn.com/previews/220x0/b38c/5fe3/b38c5fe3a7a0185215e48cf7dd33fc220ded5d094f4250c40dfe7ac903a10051.jpg.jpg,"١٩٠,٠٠٠ - ١٩٩,٩٩٩",2008,بي ام دبليو
باسات cc موديل 2009 فحص كامل,14800,https://opensooq-images.os-cdn.com/previews/220x0/3711/6216/3711621675840d0543f7856e5b59851670fa9dbe2394a6d8d47647d301080833.png.jpg,"١٤٠,٠٠٠ - ١٤٩,٩٩٩",2009,فولكسفاغن
كيا سيفيا 1للبيع او للبدل,800,https://opensooq-images.os-cdn.com/previews/220x0/5605/0523/56050523be6fdaf4457d71fe34a9ee44d55af77f5c00f4c57cea7cb537bf16f5.jpg.jpg,"٢٠٠,٠٠٠+",1997,كيا
"رنج فوج كالجديده معدل 2012, فحص كامل",17500,https://opensooq-images.os-cdn.com/previews/220x0/4f4b/86ec/4f4b86ec8ccd695797f4abd2d0552a1b76e807c0c2e9b9ae01cf4b118efa9536.jpg.jpg,٠,2005,لاند روفر
7 ركاب suzuki ertiga 2015,10750,https://opensooq-images.os-cdn.com/previews/220x0/aa48/b4b9/aa48b4b92b81de3399c610c92319cb6683349798f8de1003bda7ec5d19aa06e8.jpg.jpg,"٥٠,٠٠٠ - ٥٩,٩٩٩",2015,سوزوكي
هونداي اتوز للبيع,2000,https://opensooq-images.os-cdn.com/previews/220x0/e1e0/a592/e1e0a592227919fc1f9b0d1a7ceac5a25b6d250f34247e49b56a4398aa67c577.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",1998,هيونداي
name,price,img,km,year,type
نيسان ليف 2015 Sl Premium اعلى صنف بالليف للبيع لون لؤلؤي 12 باار,10600,https://opensooq-images.os-cdn.com/previews/220x0/ac96/3eea/ac963eea30acb061b6606c4d4f47ffc71b18403d18665032e878b5b8d93d46db.jpg.jpg,"٥٠,٠٠٠ - ٥٩,٩٩٩",2015,نيسان
اوبل كاديت 91 فحص,2600,https://opensooq-images.os-cdn.com/previews/220x0/6000/3a55/60003a55f3295c370040844beccb6a0b76b66e91214cd29bda03430edcd13ed5.jpg.jpg,"١ - ٩,٩٩٩",1991,أوبل
بيتل للبيع او للبدل موديل 99 فحص 3جيد,5300,https://opensooq-images.os-cdn.com/previews/220x0/2500/462e/2500462e2d780594e99eefac8c35039d60b67eb1f8df508a30892a0dc751fc7c.jpg.jpg,"١٣٠,٠٠٠ - ١٣٩,٩٩٩",1999,فولكسفاغن
E250 cops كوبيه,30000,https://opensooq-images.os-cdn.com/previews/220x0/abed/b985/abedb985956a0390dbf21b0de6b69d4c1068d7857826891038571a90ad7c5e89.jpg.jpg,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",2010,مرسيدس بنز
بكم نيسان للبيع او لبدل علا ديانه،،،،،،،.،،،،،،،،،،،،،،،،،،،0782601810,5000,https://opensooq-images.os-cdn.com/previews/220x0/12cd/648f/12cd648f8328162b4dcae709ede38999f56f5cdcfbedad117958274f73f9d35c.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",1988,نيسان
اوبل كاديت 1990,2000,https://opensooq-images.os-cdn.com/previews/220x0/2fa0/34a4/2fa034a478e601c2f6ab45c979e527bdc06c35e88a496cc343a2539a9675ef17.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",1990,أوبل
مرسيدس E200 CGI وارد شركه مالك واحد بانوراما لون باذانجاني,27000,https://opensooq-images.os-cdn.com/previews/220x0/14a9/a3cc/14a9a3ccaa3f2567ef2077128086a14549bb1270422d98a68cb118ddd7dc78f0.jpg.jpg,"١٢٠,٠٠٠ - ١٢٩,٩٩٩",2011,مرسيدس بنز
تويوتا يارس 2016 فحص كامل sport اعلى صنف هاتش باق صيانه الوكاله,12500,https://opensooq-images.os-cdn.com/previews/220x0/9418/942c/9418942c943cc2b30256f0a97d6212408acc5d9bab52af3db599f37165c73996.jpg.jpg,"٩٠,٠٠٠ - ٩٩,٩٩٩",2016,تويوتا
تويوتا كامري 2012 اعلى صنف مع فتحه,14800,https://opensooq-images.os-cdn.com/previews/220x0/65a7/822f/65a7822f775d703a4d997a1cd04f44ad4497ea657de8e3dc980ff86d2a9a946d.jpg.jpg,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",2012,تويوتا
هيونداي سوناتا 2016 ابيض لؤلؤي,15250,https://opensooq-images.os-cdn.com/previews/220x0/e108/fc37/e108fc372670ec09aa20152e082e67a383b12878176c6b5bd99171247423bc16.jpg.jpg,"٥٠,٠٠٠ - ٥٩,٩٩٩",2016,هيونداي
هيونداي سوناتا رويال فل الفل 2014 فحص كامل,13300,https://opensooq-images.os-cdn.com/previews/220x0/3eb9/aba4/3eb9aba46eccb28cf1912e6cd7757bca0006f2f63dbb527949cdb0cf2507fad7.jpg.jpg,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",2014,هيونداي
كيا بنقو 2014 للبيع او للبدل على سياره جيب شروقي او صالون او مرسيدس,10800,https://opensooq-images.os-cdn.com/previews/220x0/8448/8d0b/84488d0bc352992b5e83dd35ba3096424b2995d45c286c761d546097bc8d58bc.jpg.jpg,"١ - ٩,٩٩٩",2014,كيا
ميتسوبيشي لانسر موديل 2011,8700,https://opensooq-images.os-cdn.com/previews/220x0/6b63/f60c/6b63f60c0c7cec9c1fc52b9d798b3d8e7116e112456d766369e9cbca59f7059a.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2011,ميتسوبيشي
هيونداي سوناتا 2013,12000,https://opensooq-images.os-cdn.com/previews/220x0/a22c/fc9e/a22cfc9eeceae3fd66cec2a248a3ce6548d78d9d7a07e5ad2a648858a0285fa3.jpg.jpg,"٨٠,٠٠٠ - ٨٩,٩٩٩",2013,هيونداي
شفر بليزر مواصفات,6800,https://opensooq-images.os-cdn.com/previews/220x0/8c7d/5b05/8c7d5b052fb1d364a9fe41576506c414dfaef7ceec6ce43d5eb1fa25e58b61d1.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2005,شيفروليه
اوبيل فكترا 1991,1900,https://opensooq-images.os-cdn.com/previews/220x0/4408/7f1f/44087f1fe93a415e5bef7e62e33ba1c01b285a73c3bd2d50fb6a4dbaee42f473.jpg.jpg,"١ - ٩,٩٩٩",1991,أوبل
هوندا سيفك 96 جير عادي,5100,https://opensooq-images.os-cdn.com/previews/220x0/60dd/e378/60dde378835aee37235245ebe2be54e0fb9d7a1fd76216824acc63efb28080e6.jpg.jpg,٠,1996,هوندا
دايو سلو 1996,2000,https://opensooq-images.os-cdn.com/previews/220x0/f516/3339/f51633399f444b5f74ce3e3139d4f7046fc4b4dc4cec7e5ffff4acbef97612bf.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",1996,دايو
بك اب هونداي بورتر للبيع كاش,8200,https://opensooq-images.os-cdn.com/previews/220x0/0e7a/a35f/0e7aa35fce0dd1881107d4cb49776b9929abfb720341194649abdbd1f8675b29.jpg.jpg,"١ - ٩,٩٩٩",2010,هيونداي
بكم متسبيشي سبورتيرو فل كامل  كاملت الاضافات. جنط 17شركه خمسه,13200,https://opensooq-images.os-cdn.com/previews/220x0/1347/a0fa/1347a0fa79ab56c6aa4aa16c0663e57586f2d83b5e4e0eee5e651bac46709e56.jpg.jpg,"١٩٠,٠٠٠ - ١٩٩,٩٩٩",2007,ميتسوبيشي
1999 Volkswagen Golf,6250,https://opensooq-images.os-cdn.com/previews/220x0/d000/1cdc/d0001cdcdd4d42889795c3544a99ed9da9173fa0ae4a0d772f7a271385563dc6.jpg.jpg,"٩٠,٠٠٠ - ٩٩,٩٩٩",1999,فولكسفاغن
هونداي النترا لي البيع,6000,https://opensooq-images.os-cdn.com/previews/220x0/f734/c8d7/f734c8d7169b76288955659d62906b0fcd6c7778c634afecda3a584086f91b35.jpg.jpg,٠,2003,هيونداي
name,price,img,km,year,type
باص هونداي ستريكس دب 2004 حرة جديد فحص اقساط,11111,https://opensooq-images.os-cdn.com/previews/220x0/d282/6605/d2826605643e7f92e0ee343077fb1c2dd3b36b9f96210943dccf02a58ff39455.jpg.jpg,"١٣٠,٠٠٠ - ١٣٩,٩٩٩",2004,هيونداي
هونداي افانتي 1997 للبيع,3500,https://opensooq-images.os-cdn.com/previews/220x0/2bef/8f47/2bef8f47655c87addb444abff40a9079d80891668f5105ee0e12762dc2e76331.jpg.jpg,"١ - ٩,٩٩٩",1997,هيونداي
للبيع أو بدل فخامه ماشاءالله اقتصادية ماتور 2400,9500,https://opensooq-images.os-cdn.com/previews/220x0/db33/dacb/db33dacbb023839df50dbf80371b7f295e3ad5fce28e8c510dfbb709b2cc47c9.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",2013,شيفروليه
تويوتا برادو 2007 بحال الوكاله VX,17000,https://opensooq-images.os-cdn.com/previews/220x0/fd90/8e27/fd908e2727e607120c161682842d253e27d77ee6cc259fedea10838bcfbe4145.jpg.jpg,"١٥٠,٠٠٠ - ١٥٩,٩٩٩",2007,تويوتا
فورتي اقساااط,2000,https://opensooq-images.os-cdn.com/previews/220x0/d0f7/da01/d0f7da017d764614503433883d2a62aa13307e3fdf2a8d720ac39643324310f8.jpg.jpg,"٨٠,٠٠٠ - ٨٩,٩٩٩",2012,كيا
ابيكا 2004 كرررت ابيض للبيع بسعر حرق فقط 5000,5000,https://opensooq-images.os-cdn.com/previews/220x0/652d/bec8/652dbec81f0252c336bacf069917509df20b4089de35ec9af46325d5fd1d8a29.jpg.jpg,٠,2004,شيفروليه
بك اب متسوبيشي L200 (4*4) موديل 1998,5300,https://opensooq-images.os-cdn.com/previews/220x0/ec6b/bee5/ec6bbee5279cc99ea3b212c06d9d52ecb3dddb94b8ada3b9924d8d2116db22d5.jpg.jpg,"٢٠٠,٠٠٠+",1998,ميتسوبيشي
Nisan altima 2011,9400,https://opensooq-images.os-cdn.com/previews/220x0/a4c6/c9bd/a4c6c9bd75968e02a193412f26a5aea75900fb64e7c511eae47240a00a5a321b.jpg.jpg,"١ - ٩,٩٩٩",2011,نيسان
كيا اوبتما هايبرد فحص كامل,13750,https://opensooq-images.os-cdn.com/previews/220x0/2d5a/b654/2d5ab65449f69d8ac4e58706e8aeb9ea4feac7b5bb460e1eed6893dd5daa508e.jpg.jpg,"٩٠,٠٠٠ - ٩٩,٩٩٩",2014,كيا
بيجو 207 / 2012 فحص كامل,7000,https://opensooq-images.os-cdn.com/previews/220x0/0896/6644/089666443ff6ffdae2985742b1b95e6f8beda688520fadb7fc5af33668df1a7e.jpg.jpg,"٨٠,٠٠٠ - ٨٩,٩٩٩",2012,بيجو
باص H1 جراند 2009بنزين 8ركاب بنزين للبدل على سيارة حديثه نوعا ما لو هايبرد,7600,https://opensooq-images.os-cdn.com/previews/220x0/a0a2/fd19/a0a2fd19a2d3ff089e38fc849c4fdc434c5d3b3fe5a92dbd5cd333efed3ed869.jpg.jpg,"٣٠,٠٠٠ - ٣٩,٩٩٩",2009,هيونداي
مرسيدس بطه مديل 86,4000,https://opensooq-images.os-cdn.com/previews/220x0/f8cd/9c4d/f8cd9c4da275621fc85b0a4de71d8e19c02d5493309a93656c1a42c08419565e.jpg.jpg,٠,1986,مرسيدس بنز
كيا اوبتيما 2013 فل كامل اعلا صنف اضافاتEX البيع او البدل ع ارض ودفع الفرق,14000,https://opensooq-images.os-cdn.com/previews/220x0/9549/5258/95495258155623b7c890f0c777ed64ca192d9fc18cc898af598fae818a40e177.jpg.jpg,٠,2013,كيا
هيونداي سنتافي للبيع او للبدل,5000,https://opensooq-images.os-cdn.com/previews/220x0/0028/8300/00288300b1b30a2c1144752f44b83aa65453ea58829f706becca3dc2e33b8f77.jpg.jpg,"١ - ٩,٩٩٩",2002,هيونداي
لانسر 1600 اصلي للبيع الضروري للحاجه,6500,https://opensooq-images.os-cdn.com/previews/220x0/1f6b/4091/1f6b4091e389dba5c71d10b431c1bece9459bfc31fe45906f754a839b033ad62.jpg.jpg,"١ - ٩,٩٩٩",2006,ميتسوبيشي
كيا سبورتج 2014 لون اسود فل الفل بانوراما,10750,https://opensooq-images.os-cdn.com/previews/220x0/79d0/7247/79d07247581ae7b8f22b2cdf0314a357f2d285bea2019ec32bf8d230fe056c91.jpg.jpg,٠,2014,كيا
كيا k5وارد كوري موديل 2015,18000,https://opensooq-images.os-cdn.com/previews/220x0/19a4/638e/19a4638ef4a4657c3a417ff4e5a234a192f5221c4738f0986c1130662a4f1c33.jpg.jpg,"٩٠,٠٠٠ - ٩٩,٩٩٩",2015,كيا
مرسيدس كلاسيك كوبيه CE 230 سبورت لاين المانية,9800,https://opensooq-images.os-cdn.com/previews/220x0/062a/6e80/062a6e80000d510362b4855a3ca46727ec01bbd659e109373c47fc2b8a2fd74e.jpg.jpg,"١٠٠,٠٠٠ - ١٠٩,٩٩٩",1992,مرسيدس بنز
بكم هايلكس م1985,2800,https://opensooq-images.os-cdn.com/previews/220x0/d536/0164/d536016461d70fccb435c2bfb0c288cf7808c891a725d6f97ca4f2b871d86033.jpg.jpg,"٧٠,٠٠٠ - ٧٩,٩٩٩",1985,تويوتا
افانتي 96 قير عادي كاش فقط,3500,https://opensooq-images.os-cdn.com/previews/220x0/1568/dec0/1568dec07d488426ddba06e67d038b89a1a7499912f43ec1d1eaf6a59e845ade.jpg.jpg,"٢٠,٠٠٠ - ٢٩,٩٩٩",1996,هيونداي
صهريج Lp مرسيدس للبيع,7000,https://opensooq-images.os-cdn.com/previews/220x0/a4dc/2f34/a4dc2f34c9a498a8879edba0888d1ef5c5a9ce151df1ba38f75b00d12fcc6bc5.jpg.jpg,"٢٠٠,٠٠٠+",1975,مرسيدس بنز
بكب دماكس موديل 2011 فل كامل بدون فتحه,13000,https://opensooq-images.os-cdn.com/previews/220x0/ea0e/c93d/ea0ec93d1081ba8c9b07bd0480e0c52e293c8a6b210fbd47a88d4945be6b13cf.jpg.jpg,"١ - ٩,٩٩٩",2011,ايسوزو
كيا ريو 2004,4100,https://opensooq-images.os-cdn.com/previews/220x0/0033/0044/00330044af72fe4b8f44cc11f81afe0f5f1ad50d45ce2cb23025b1b39f92640f.jpg.jpg,٠,2004,كيا
name,price,img,km,year,type
هونداي النترا  وارد امريكي محرك 2000 موديل 2009 للبيع او البدل على بريوس سي 2015 مع دفع الفرق كاش,8650,https://opensooq-images.os-cdn.com/previews/220x0/f2a8/8e55/f2a88e55b926d2d78c00fc02a070d633ec60f49dfc397e3bc015fe93b3826469.jpg.jpg,"٨٠,٠٠٠ - ٨٩,٩٩٩",2009,هيونداي
كيا سيفيا موديل 97,2500,https://opensooq-images.os-cdn.com/previews/220x0/4d60/21f0/4d6021f047c5493d53936803e8caf4448b396f5ab53675759a254c57769d0406.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",1997,كيا
تويوتا بريوس 2016,13900,https://opensooq-images.os-cdn.com/previews/220x0/7013/d216/7013d2164d91a4881d15070b27e6d9ee59fe97dcbde4636c425848094554270f.jpg.jpg,"٥٠,٠٠٠ - ٥٩,٩٩٩",2016,تويوتا
دايهاتسو ميرا 1997 خالي قص قلبان علما في أكثر من جيد مرخصه ب 1900 د نهائي,1900,https://opensooq-images.os-cdn.com/previews/220x0/0867/b9dd/0867b9dd29640aa6a2ada14c02595dd9b95d7067c8e993bdf56c28577bfe9427.jpg.jpg,"١ - ٩,٩٩٩",1997,دايهاتسو
مرسيدس E200 موديل 1989 للبيع قابل البدل ع فرد بكم,4500,https://opensooq-images.os-cdn.com/previews/220x0/14b3/67c5/14b367c5faa8671a430c2a7e613fdad28efd2b99417021dbf4191de507d9e591.jpg.jpg,"١ - ٩,٩٩٩",1989,مرسيدس بنز
هونداي فوليستر لون اصفر,2500,https://opensooq-images.os-cdn.com/previews/220x0/07af/6ea6/07af6ea632ad5dd77f166bedc68c7dd09359eda214b1bba54a3de90e75e47a37.jpg.jpg,"٩٠,٠٠٠ - ٩٩,٩٩٩",2012,هيونداي
شاص بكب نيسان باترول  شاص 2014فتك بكم  بدل هايلكس دمكس تاهو جمس سيرا سلفارادوط,15500,https://opensooq-images.os-cdn.com/previews/220x0/f780/4acd/f7804acd977f1f58c3b923e7cf588289d5ee8085286f2dcfde5a67f31a6bd214.jpg.jpg,"٨٠,٠٠٠ - ٨٩,٩٩٩",2014,نيسان
مطلوب بكم غمارة 1 دفعة الف دينار,1000,https://opensooq-images.os-cdn.com/previews/220x0/bed6/2e0d/bed62e0d05ba96c0cad451fca019e1db094104e59bb44a46ce2c63a8166b1580.jpg.jpg,٠,2000,أخرى
دايو إسبيرو 1996,1700,https://opensooq-images.os-cdn.com/previews/220x0/3508/a37b/3508a37b5c672370f9b2178c46def9f6b96b7adfab3ba8c8d5fa78502e33f76f.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",1996,دايو
كيا افيلا 1998,1700,https://opensooq-images.os-cdn.com/previews/220x0/d78c/4de7/d78c4de7b4d241c635184b67fae2f40a039d42860d621f46828ffae1b7152118.jpg.jpg,"٤٠,٠٠٠ - ٤٩,٩٩٩",1998,كيا
سياره جولف موديل 1989مخدثه 1991,2500,https://opensooq-images.os-cdn.com/previews/220x0/6e67/8172/6e6781725fcd02f06086c5bc0cda7e74391196761a4a4386729ecd9f75bd6cc4.jpg.jpg,"١ - ٩,٩٩٩",1989,فولكسفاغن
هيونداي اتوس 1998,2700,https://opensooq-images.os-cdn.com/previews/220x0/4018/8979/401889798d84139e2b02dcf41c174fb375a6e067d67ffca984f5ce2ff60e2259.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",1998,هيونداي
اوبل فيتا موديل1996,2800,https://opensooq-images.os-cdn.com/previews/220x0/ee8b/7d0d/ee8b7d0d3dda86f9bfa567e071d403bcbf5aee4f47b933f0065687348ca881f0.jpg.jpg,"١ - ٩,٩٩٩",1996,أوبل
هيونداي i10 دهان ممتاز ترخيص طويل الفحص ثنين جيد و ثنين دقات متور فحص قير جديد,3950,https://opensooq-images.os-cdn.com/previews/220x0/ce2f/056c/ce2f056c18ce1a9540992d748a4b40e81471cf1a54984a981c80a41b360b9287.jpg.jpg,"١ - ٩,٩٩٩",2009,هيونداي
كامري للبيع,10400,https://opensooq-images.os-cdn.com/previews/220x0/8709/f9ed/8709f9edc6cac9198691898d0a31d8f763affe2ef84bd263e96cdb98001196a6.jpg.jpg,"١٩٠,٠٠٠ - ١٩٩,٩٩٩",2007,تويوتا
هيونداي فيرنا 2001,4500,https://opensooq-images.os-cdn.com/previews/220x0/050a/e3fb/050ae3fbcae3f5bc44eddfaa6818bc73c30d1885aa1b9164fa3fd29c6cc4c490.jpg.jpg,"٧٠,٠٠٠ - ٧٩,٩٩٩",2001,هيونداي
هونداي XD 2002,5700,https://opensooq-images.os-cdn.com/previews/220x0/39e6/87df/39e687df06860d378bbf8b6938c68d3ee50289b7fc3380cd3ae379b462d831d1.jpg.jpg,"٢٠٠,٠٠٠+",2002,هيونداي
دايو ماجنوس قصة الشفر ابيكا,3500,https://opensooq-images.os-cdn.com/previews/220x0/c5f8/3b77/c5f83b774d90a70c95ce09cca9af9a53e5c7460343b671278e9be99e53a681df.jpg.jpg,٠,1999,شيفروليه
سوبارو امبريزا sti قابل للبدل بكم,8250,https://opensooq-images.os-cdn.com/previews/220x0/1c83/5fe0/1c835fe0f82904a6a7b52b8565d7614a5aa09577e4b8269f7cc318419e699ea8.jpg.jpg,٠,2000,سوبارو
نيسان صني موديل 95محدثه 99,3100,https://opensooq-images.os-cdn.com/previews/220x0/119c/d3cb/119cd3cbb5b20b88a3d06ec0ff530941c330e89d0726733a8ba8a5f917730972.jpg.jpg,٠,1995,نيسان
مرسيدس C200 AMG فل كامل بانوراما محوله 2012 الفحص مرفق بالصور,16800,https://opensooq-images.os-cdn.com/previews/220x0/10ab/d641/10abd6419b43027f8226ef3caaa81baa919780ed7c977231a32b4e7e980dff71.jpg.jpg,"١ - ٩,٩٩٩",2009,مرسيدس بنز
هونداي افانتي 1996,4100,https://opensooq-images.os-cdn.com/previews/220x0/0ced/2366/0ced2366e6d3e18044902ec1efebc6b7612768ecdf36947aba51ebe9c261beb5.jpg.jpg,"١ - ٩,٩٩٩",1996,هيونداي
لكزس ct اوروبي 2013,11800,https://opensooq-images.os-cdn.com/previews/220x0/87a5/fd8c/87a5fd8ca41707f988b199e34438052d39c26281256e9cae22a5e3e07e756984.jpg.jpg,"٢٠٠,٠٠٠+",2013,لكزس
name,price,img,km,year,type
شكودا اوكتافيا 2004,5400,https://opensooq-images.os-cdn.com/previews/220x0/bdc9/0aee/bdc90aeef87dc035db192db3a33c99f9c5fbfc4ffe80cd04a97b574a3a609331.jpg.jpg,"١٢٠,٠٠٠ - ١٢٩,٩٩٩",2004,سكودا
هيونداي افانتي 1995,4300,https://opensooq-images.os-cdn.com/previews/220x0/7a0f/6984/7a0f6984c37990b25df0fb09e669ea5d44211e971238f515d038445cdce721c0.jpg.jpg,٠,1995,هيونداي
هونداي اكسل 1994,2200,https://opensooq-images.os-cdn.com/previews/220x0/836e/bcaa/836ebcaa1ad7c59c6298cfba31881c9224989c977a0efc8eb0747121ebec60f3.jpg.jpg,٠,1994,هيونداي
اوبل فكترا 91,2600,https://opensooq-images.os-cdn.com/previews/220x0/eef1/e907/eef1e90724cf50c8f06cb129337c411f66a7c3adc95e958ddf0c8f635aa29713.jpg.jpg,"١٠,٠٠٠ - ١٩,٩٩٩",1991,أوبل
نيسان ميكرا 2014 اوتوماتيك,7500,https://opensooq-images.os-cdn.com/previews/220x0/d78e/0072/d78e007205994acd3ffadccda14003651bb60474902de69e61b89c9967630a13.jpg.jpg,"٩٠,٠٠٠ - ٩٩,٩٩٩",2014,نيسان
تويوتا يارس موديل 2015 جمرك جديد سياره مميزه جدا sport محرك 1500 cc قوي و اقتصاد,10500,https://opensooq-images.os-cdn.com/previews/220x0/1b8f/a340/1b8fa340016a27db6a08820ebbe014cd94db3ebe7ef9a8522c09a53f8c056870.jpg.jpg,"٦٠,٠٠٠ - ٦٩,٩٩٩",2015,تويوتا
هيونداي سوناتا هايبرد 2011,12500,https://opensooq-images.os-cdn.com/previews/220x0/5788/cb24/5788cb24d9e1d89e6aba5daeb527fdf6d651aa5b0e9de56bafcd25b15641b732.jpg.jpg,"١١٠,٠٠٠ - ١١٩,٩٩٩",2011,هيونداي
باص هونداي  ستاركس 2006,5000,https://opensooqui2.os-cdn.com/noImage/no-image-ar.png,"٩٠,٠٠٠ - ٩٩,٩٩٩",2006,هيونداي
سيارة مرسيدس للبيع,7000,https://opensooq-images.os-cdn.com/previews/220x0/b5cc/4ad7/b5cc4ad7fe05e4eb804d8010c165d665d087681129aeade53a20c2ae4941c028.jpg.jpg,٠,1995,مرسيدس بنز
كيا ون سيفيا 96,2200,https://opensooq-images.os-cdn.com/previews/220x0/36f8/ee6c/36f8ee6cfacb7bce8386c112a4a5d0f1533906e9907bd13da41a8a59f8f91d1e.jpg.jpg,"١ - ٩,٩٩٩",1996,كيا
هونداي اكسنت فل الفل ما عدا الجير 1996,3700,https://opensooq-images.os-cdn.com/previews/220x0/ad02/eecd/ad02eecd1acf5f806be706dba0c500ac4c330b8fca32ad28eea3ed856ec6bf99.jpg.jpg,"٨٠,٠٠٠ - ٨٩,٩٩٩",1996,هيونداي
كيا بنجو 2013 حرة فل وربع كامل الاضافات فحص كامل وارد كوريا,11700,https://opensooq-images.os-cdn.com/previews/220x0/5e99/2a9e/5e992a9eb7fb94308a276db44f2ebf098ecb6948827ffc546bb0e44cfe45d486.jpg.jpg,"٨٠,٠٠٠ - ٨٩,٩٩٩",2013,كيا
هونداي اكسنت للبيع 1997للبيع,4100,https://opensooq-images.os-cdn.com/previews/220x0/c4db/7b27/c4db7b27e3845f01f894a57acd575a8044a06fdcfc89d6e1909ed107d13a826d.jpg.jpg,"٢٠,٠٠٠ - ٢٩,٩٩٩",1997,هيونداي
فورد يوجن فور اعلى صنف 2018,20000,https://opensooq-images.os-cdn.com/previews/220x0/f6cc/6c0b/f6cc6c0bdcd6b5a096a99f70ed83336eeca8a1809572cc074cb6373dd15c1214.jpg.jpg,"٦٠,٠٠٠ - ٦٩,٩٩٩",2018,فورد
دايو ماتيز 2001,2000,https://opensooq-images.os-cdn.com/previews/220x0/be86/3bae/be863baecbcb2bd0c0a3a6f05aeb605fa19695c4866c71922c4f478047818cb3.jpg.jpg,"١ - ٩,٩٩٩",2001,دايو
2018 Ford Fusion Hybrid HYBRID سبورت بكج مع فتحة كلين تايتل,18000,https://opensooq-images.os-cdn.com/previews/220x0/2ef7/84c1/2ef784c14263369f42bf7719b49bbba18bbc7badf20c40901bb1400a89137d3f.jpg.jpg,"٣٠,٠٠٠ - ٣٩,٩٩٩",2018,فورد
